id,fen,engine,bestmove,eval,wins,draws,losses,depth,seldepth,nodes,time,hashfull
939,rkrnbqnb/pppppppp/8/8/8/8/PPPPPPPP/RKRNBQNB w KQkq - 0 1,Stockfish 17.1,a4,0.16,47,937,16,10,18,101051,0.018,13
940,rbkrnqbn/pppppppp/8/8/8/8/PPPPPPPP/RBKRNQBN w KQkq - 0 1,Stockfish 17.1,e4,0.32,82,909,9,12,17,101057,0.02,10
941,rkrbnqbn/pppppppp/8/8/8/8/PPPPPPPP/RKRBNQBN w KQkq - 0 1,Stockfish 17.1,e4,0.48,136,859,5,11,23,101901,0.021,9
942,rkrnqbbn/pppppppp/8/8/8/8/PPPPPPPP/RKRNQBBN w KQkq - 0 1,Stockfish 17.1,e4,0.23,61,927,12,11,23,100151,0.017,7
943,rkrnqnbb/pppppppp/8/8/8/8/PPPPPPPP/RKRNQNBB w KQkq - 0 1,Stockfish 17.1,a4,0.37,96,896,8,12,21,100087,0.018,6
944,bbrkrnnq/pppppppp/8/8/8/8/PPPPPPPP/BBRKRNNQ w KQkq - 0 1,Stockfish 17.1,g3,0.59,191,806,3,10,18,100715,0.02,8
945,brkbrnnq/pppppppp/8/8/8/8/PPPPPPPP/BRKBRNNQ w KQkq - 0 1,Stockfish 17.1,e4,0.34,88,904,8,11,21,100615,0.02,10
946,brkrnbnq/pppppppp/8/8/8/8/PPPPPPPP/BRKRNBNQ w KQkq - 0 1,Stockfish 17.1,g3,0.5,144,851,5,11,19,100731,0.02,10
947,brkrnnqb/pppppppp/8/8/8/8/PPPPPPPP/BRKRNNQB w KQkq - 0 1,Stockfish 17.1,g3,0.19,54,932,14,10,17,100748,0.018,9
948,rbbkrnnq/pppppppp/8/8/8/8/PPPPPPPP/RBBKRNNQ w KQkq - 0 1,Stockfish 17.1,d4,0.47,130,865,5,11,17,100760,0.022,10
949,rkbbrnnq/pppppppp/8/8/8/8/PPPPPPPP/RKBBRNNQ w KQkq - 0 1,Stockfish 17.1,f4,0.36,95,897,8,13,19,101239,0.02,9
950,rkbrnbnq/pppppppp/8/8/8/8/PPPPPPPP/RKBRNBNQ w KQkq - 0 1,Stockfish 17.1,e4,0.4,107,886,7,10,19,100471,0.021,8
951,rkbrnnqb/pppppppp/8/8/8/8/PPPPPPPP/RKBRNNQB w KQkq - 0 1,Stockfish 17.1,g4,0.24,62,926,12,11,21,100933,0.018,7
952,rbkrbnnq/pppppppp/8/8/8/8/PPPPPPPP/RBKRBNNQ w KQkq - 0 1,Stockfish 17.1,a4,0.29,74,916,10,14,22,100307,0.02,8
953,rkrbbnnq/pppppppp/8/8/8/8/PPPPPPPP/RKRBBNNQ w KQkq - 0 1,Stockfish 17.1,a4,0.32,83,908,9,12,18,100789,0.019,10
954,rkrnbbnq/pppppppp/8/8/8/8/PPPPPPPP/RKRNBBNQ w KQkq - 0 1,Stockfish 17.1,e4,0.33,85,906,9,13,20,100991,0.019,11
955,rkrnbnqb/pppppppp/8/8/8/8/PPPPPPPP/RKRNBNQB w KQkq - 0 1,Stockfish 17.1,f4,0.34,88,904,8,11,21,100805,0.019,7
956,rbkrnnbq/pppppppp/8/8/8/8/PPPPPPPP/RBKRNNBQ w KQkq - 0 1,Stockfish 17.1,g3,0.26,68,921,11,11,18,101174,0.019,8
957,rkrbnnbq/pppppppp/8/8/8/8/PPPPPPPP/RKRBNNBQ w KQkq - 0 1,Stockfish 17.1,a4,0.43,117,877,6,11,18,100980,0.02,7
958,rkrnnbbq/pppppppp/8/8/8/8/PPPPPPPP/RKRNNBBQ w KQkq - 0 1,Stockfish 17.1,a4,0.18,51,934,15,10,19,100087,0.019,8
959,rkrnnqbb/pppppppp/8/8/8/8/PPPPPPPP/RKRNNQBB w KQkq - 0 1,Stockfish 17.1,g4,0.35,89,903,8,12,23,100365,0.018,9
